age,workclass,education,marital-status,occupation,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,years_experience,skills,salary_in_inr
33,Local-gov,Bachelors,Never-married,System Admin,Other,Male,7607,495,60,United States,>50K,3,"Docker, AWS, Networking",583144
51,Federal-gov,Masters,Never-married,AI Engineer,Amer-Indian-Eskimo,Female,5737,1316,31,China,<=50K,11,"TensorFlow, PyTorch, NLP",1318283
25,Self-emp-not-inc,HS-grad,Separated,ML Engineer,Amer-Indian-Eskimo,Male,7448,276,55,Germany,>50K,7,"MLflow, XGBoost, Scikit-learn",1118174
27,State-gov,Associate,Separated,ML Engineer,White,Other,6670,1209,46,India,>50K,5,"Python, XGBoost, Pandas",1079530
58,Self-emp-not-inc,Bachelors,Never-married,Software Developer,Asian-Pac-Islander,Other,2372,321,58,Australia,<=50K,17,"Git, Spring, C++",1026780
48,Federal-gov,Bachelors,Never-married,Web Developer,Amer-Indian-Eskimo,Male,810,191,56,India,>50K,5,"HTML, React, Node.js",722595
57,State-gov,HS-grad,Separated,Web Developer,Asian-Pac-Islander,Other,7755,1825,33,Australia,<=50K,10,"React, CSS, JavaScript",714030
34,Self-emp-inc,Bachelors,Married-civ-spouse,System Admin,Asian-Pac-Islander,Male,7601,787,45,China,>50K,20,"Networking, AWS, Linux",1067880
32,Self-emp-inc,Some-college,Never-married,System Admin,Black,Female,3588,247,35,India,>50K,2,"Linux, Docker, Shell Scripting",609220
60,Private,Masters,Widowed,Data Scientist,Asian-Pac-Islander,Other,7086,192,36,China,<=50K,0,"R, SQL, Machine Learning",1100000
51,Federal-gov,Associate,Never-married,AI Engineer,Other,Male,2721,118,59,China,<=50K,10,"Deep Learning, PyTorch, TensorFlow",1455890
60,Self-emp-inc,Some-college,Separated,Data Analyst,Other,Other,4957,659,37,Canada,>50K,12,"Python, SQL, Power BI",984100
46,Self-emp-not-inc,Masters,Never-married,AI Engineer,Black,Female,3818,800,36,Germany,>50K,11,"NLP, Python, TensorFlow",1335135
43,Private,Associate,Widowed,AI Engineer,Amer-Indian-Eskimo,Female,8861,463,36,Germany,>50K,13,"Python, TensorFlow, NLP",1458999
47,Self-emp-inc,PhD,Divorced,Business Analyst,Asian-Pac-Islander,Male,1090,126,58,India,>50K,13,"Presentation, Problem Solving, SQL",957805
52,Self-emp-inc,HS-grad,Never-married,Software Developer,Other,Other,1028,360,41,Canada,<=50K,3,"Spring, Python, Java",889865
53,Local-gov,PhD,Divorced,Business Analyst,Asian-Pac-Islander,Male,1076,1365,59,China,>50K,17,"Presentation, Problem Solving, Power BI",1077386
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Web Developer,Asian-Pac-Islander,Female,2772,1785,46,United States,>50K,4,"JavaScript, HTML, React",664680
24,Local-gov,Associate,Widowed,ML Engineer,Black,Male,9511,577,36,Australia,>50K,10,"Python, MLflow, Pandas",1148670
37,Local-gov,PhD,Never-married,Software Developer,Black,Other,9656,114,31,Australia,<=50K,3,"Spring, Git, Python",855578
28,Local-gov,Masters,Widowed,Data Analyst,Black,Female,9277,757,56,India,<=50K,18,"Tableau, Python, SQL",984472
40,Local-gov,Bachelors,Never-married,System Admin,Other,Other,3657,1627,39,China,>50K,17,"AWS, Docker, Networking",799662
60,Federal-gov,PhD,Separated,Business Analyst,Other,Male,32,1423,58,Germany,<=50K,15,"Problem Solving, SQL, Excel",1187985
30,Federal-gov,Some-college,Never-married,AI Engineer,Amer-Indian-Eskimo,Other,8404,1332,38,Germany,<=50K,17,"NLP, PyTorch, Deep Learning",1573728
50,Federal-gov,Masters,Divorced,Business Analyst,Black,Male,1430,174,57,United States,<=50K,19,"SQL, Power BI, Presentation",1178203
52,Self-emp-inc,PhD,Separated,Software Developer,Asian-Pac-Islander,Male,1964,420,35,Australia,<=50K,11,"Spring, Java, Git",1061360
54,Self-emp-not-inc,Masters,Married-civ-spouse,Data Scientist,Other,Other,561,1450,39,Germany,<=50K,16,"SQL, Machine Learning, Statistics",1491744
41,Private,HS-grad,Married-civ-spouse,Software Developer,Other,Male,1781,1052,45,Australia,>50K,15,"Java, Spring, Python",960890
56,Self-emp-inc,Some-college,Never-married,Web Developer,Black,Female,7400,1426,33,India,<=50K,5,"React, JavaScript, Node.js",652305
51,State-gov,Associate,Married-civ-spouse,System Admin,White,Male,3069,72,39,India,>50K,12,"Networking, Docker, Linux",746260
46,Self-emp-not-inc,Associate,Widowed,ML Engineer,Other,Female,9224,1275,59,India,>50K,2,"Scikit-learn, Python, MLflow",1035008
48,Federal-gov,Bachelors,Widowed,System Admin,Amer-Indian-Eskimo,Male,9476,900,48,Germany,>50K,19,"AWS, Linux, Networking",847806
47,Federal-gov,HS-grad,Never-married,Software Developer,White,Female,8940,355,43,China,>50K,18,"Spring, Java, Git",1242566
35,Self-emp-not-inc,Bachelors,Married-civ-spouse,Business Analyst,White,Other,2303,174,55,Canada,<=50K,19,"Presentation, Excel, Power BI",1190952
31,Federal-gov,Masters,Never-married,System Admin,Amer-Indian-Eskimo,Male,4140,1973,48,Australia,<=50K,8,"Networking, AWS, Docker",766200
48,State-gov,Bachelors,Separated,Software Developer,White,Female,4919,1109,41,China,<=50K,0,"Spring, Java, Git",800000
54,Federal-gov,Masters,Separated,AI Engineer,White,Female,4361,1266,51,Australia,>50K,3,"TensorFlow, PyTorch, NLP",1284534
28,State-gov,Masters,Divorced,Data Analyst,Black,Other,9230,1402,48,India,>50K,18,"Excel, Tableau, Power BI",1128058
39,Self-emp-not-inc,Bachelors,Divorced,ML Engineer,White,Other,2189,1448,55,Germany,<=50K,0,"MLflow, Python, XGBoost",1000000
55,State-gov,Masters,Separated,Business Analyst,Asian-Pac-Islander,Female,5757,391,49,Australia,>50K,6,"Presentation, Problem Solving, Power BI",901842
36,Self-emp-not-inc,HS-grad,Divorced,Data Scientist,Amer-Indian-Eskimo,Other,6801,1579,44,Germany,<=50K,2,"SQL, R, Python",1142300
30,Federal-gov,Associate,Widowed,Software Developer,Black,Female,612,1895,44,India,>50K,12,"C++, Spring, Git",1091432
38,Federal-gov,Some-college,Divorced,System Admin,White,Other,5166,786,38,India,<=50K,0,"AWS, Docker, Networking",550000
31,Local-gov,Associate,Separated,Data Scientist,Other,Female,5464,240,36,China,<=50K,13,"Python, Statistics, Machine Learning",1340955
55,Private,HS-grad,Widowed,ML Engineer,White,Female,5549,1772,48,China,<=50K,0,"Scikit-learn, Pandas, Python",1000000
49,Self-emp-not-inc,Masters,Separated,Web Developer,White,Female,4815,429,34,United States,>50K,0,"CSS, React, JavaScript",600000
46,State-gov,Masters,Divorced,AI Engineer,Amer-Indian-Eskimo,Other,8465,419,60,Germany,>50K,19,"TensorFlow, Deep Learning, NLP",1690903
25,Self-emp-not-inc,Masters,Never-married,Business Analyst,White,Male,5378,771,39,India,>50K,13,"Presentation, Power BI, Excel",1038782
55,Federal-gov,HS-grad,Widowed,Web Developer,Black,Female,370,1296,47,Germany,>50K,3,"JavaScript, Node.js, HTML",674613
43,Federal-gov,HS-grad,Divorced,Software Developer,Other,Female,4057,1772,54,Australia,<=50K,9,"Git, Java, Python",1006271
41,Self-emp-not-inc,PhD,Never-married,Software Developer,Black,Female,5993,595,53,Canada,<=50K,2,"Spring, Java, Git",831604
30,Self-emp-not-inc,HS-grad,Divorced,System Admin,Amer-Indian-Eskimo,Other,2569,860,42,United States,<=50K,8,"Linux, AWS, Shell Scripting",647048
41,Local-gov,Associate,Never-married,System Admin,Asian-Pac-Islander,Other,9149,782,33,Canada,>50K,4,"Linux, Docker, Shell Scripting",619140
46,Local-gov,HS-grad,Divorced,Business Analyst,Asian-Pac-Islander,Male,2792,1857,35,China,>50K,13,"Presentation, Excel, Power BI",986769
39,Self-emp-inc,HS-grad,Never-married,System Admin,Other,Female,1042,465,58,Australia,<=50K,1,"Docker, Linux, Shell Scripting",573363
30,State-gov,Associate,Widowed,Data Analyst,Asian-Pac-Islander,Other,5367,1299,45,India,<=50K,14,"SQL, Excel, Python",1113224
27,State-gov,Masters,Never-married,Data Scientist,Asian-Pac-Islander,Other,9549,1670,40,United States,>50K,6,"R, SQL, Python",1192352
49,Federal-gov,HS-grad,Married-civ-spouse,AI Engineer,Amer-Indian-Eskimo,Other,5349,802,43,India,>50K,19,"Python, PyTorch, TensorFlow",1731202
43,Self-emp-inc,Bachelors,Never-married,ML Engineer,White,Other,2156,59,32,Canada,<=50K,12,"Python, XGBoost, Scikit-learn",1219984
31,Federal-gov,Associate,Separated,ML Engineer,Asian-Pac-Islander,Male,848,638,59,Canada,<=50K,16,"MLflow, Pandas, Scikit-learn",1312160
49,Local-gov,Some-college,Never-married,AI Engineer,Asian-Pac-Islander,Other,5248,319,42,India,<=50K,3,"Deep Learning, TensorFlow, PyTorch",1267794
39,Private,Masters,Separated,Data Scientist,Other,Male,1728,261,35,United States,<=50K,8,"Statistics, Machine Learning, Python",1288872
49,Local-gov,Bachelors,Married-civ-spouse,Web Developer,Asian-Pac-Islander,Female,8923,703,54,Australia,>50K,20,"Node.js, React, CSS",920720
48,Self-emp-inc,HS-grad,Never-married,AI Engineer,Asian-Pac-Islander,Female,2285,1072,52,Canada,<=50K,6,"PyTorch, Python, TensorFlow",1366398
27,State-gov,Bachelors,Separated,AI Engineer,Other,Female,2916,1259,51,United States,>50K,10,"NLP, Python, Deep Learning",1425210
27,Self-emp-inc,Bachelors,Never-married,AI Engineer,Black,Female,4225,1285,50,Australia,>50K,3,"PyTorch, Python, TensorFlow",1271229
54,Federal-gov,Bachelors,Never-married,Business Analyst,Amer-Indian-Eskimo,Other,5372,915,59,India,<=50K,10,"Presentation, SQL, Power BI",911740
58,State-gov,PhD,Separated,System Admin,Asian-Pac-Islander,Female,1031,1508,39,Canada,>50K,11,"Docker, Linux, Shell Scripting",781209
29,Local-gov,Associate,Widowed,AI Engineer,Other,Female,9773,1267,54,India,<=50K,0,"PyTorch, Deep Learning, NLP",1200000
30,State-gov,Associate,Divorced,ML Engineer,White,Male,1589,745,57,United States,<=50K,14,"Python, Scikit-learn, MLflow",1140350
32,Self-emp-inc,HS-grad,Separated,Business Analyst,Amer-Indian-Eskimo,Other,6880,1133,50,Australia,>50K,14,"Excel, Presentation, SQL",931174
25,Local-gov,Bachelors,Widowed,ML Engineer,White,Female,2556,1836,48,Australia,>50K,15,"Scikit-learn, MLflow, Pandas",1409110
43,Self-emp-inc,Bachelors,Divorced,Business Analyst,White,Male,4230,415,39,Australia,<=50K,2,"Excel, Problem Solving, Presentation",792460
53,State-gov,Bachelors,Divorced,Data Analyst,Black,Other,5047,1715,48,Canada,<=50K,15,"Power BI, Tableau, Excel",878935
49,Self-emp-not-inc,HS-grad,Widowed,Web Developer,Black,Other,3015,1038,42,China,<=50K,18,"CSS, JavaScript, React",827178
26,Self-emp-inc,Masters,Divorced,System Admin,Asian-Pac-Islander,Male,6542,724,60,India,>50K,9,"Networking, Docker, Linux",741817
40,Private,Associate,Separated,System Admin,Asian-Pac-Islander,Male,4520,1047,34,Germany,>50K,17,"Networking, AWS, Linux",908853
48,Self-emp-not-inc,Some-college,Married-civ-spouse,AI Engineer,White,Other,2423,1825,51,United States,<=50K,2,"Python, NLP, PyTorch",1227746
45,Self-emp-inc,Associate,Married-civ-spouse,System Admin,Amer-Indian-Eskimo,Male,1845,1449,45,Canada,>50K,2,"Linux, Shell Scripting, Docker",576696
59,State-gov,Masters,Separated,Data Analyst,Amer-Indian-Eskimo,Male,9466,1203,45,India,>50K,19,"Python, Power BI, Excel",952358
36,Private,Bachelors,Married-civ-spouse,System Admin,Other,Other,7039,398,40,Australia,<=50K,4,"Networking, Linux, Shell Scripting",651912
44,Federal-gov,HS-grad,Divorced,Web Developer,Black,Female,8019,73,49,Germany,<=50K,4,"CSS, JavaScript, Node.js",667312
54,Self-emp-inc,Bachelors,Separated,AI Engineer,Black,Male,2529,130,54,Australia,>50K,9,"TensorFlow, PyTorch, Deep Learning",1346574
56,Private,PhD,Divorced,Software Developer,White,Male,2261,976,52,Canada,<=50K,8,"Spring, Python, Java",920688
45,Self-emp-inc,Some-college,Married-civ-spouse,Data Scientist,Amer-Indian-Eskimo,Male,3002,1996,50,India,>50K,8,"Python, Statistics, R",1315800
46,Self-emp-not-inc,Some-college,Separated,Data Analyst,Black,Other,8259,1815,39,Canada,<=50K,3,"Excel, SQL, Power BI",772666
49,Private,PhD,Never-married,AI Engineer,Other,Other,9575,1860,37,China,>50K,14,"Python, Deep Learning, PyTorch",1406444
26,Self-emp-inc,Associate,Never-married,Software Developer,Amer-Indian-Eskimo,Female,4243,1629,31,India,<=50K,8,"C++, Java, Python",922408
30,Self-emp-not-inc,Associate,Separated,Software Developer,Other,Male,3631,318,44,United States,<=50K,9,"Python, Java, Spring",1038527
58,Self-emp-not-inc,PhD,Separated,System Admin,Asian-Pac-Islander,Other,9579,656,35,China,>50K,4,"Shell Scripting, Networking, Docker",651988
52,State-gov,PhD,Married-civ-spouse,Data Scientist,Amer-Indian-Eskimo,Female,1034,778,39,Australia,<=50K,11,"Python, SQL, R",1313279
47,Self-emp-not-inc,HS-grad,Never-married,Web Developer,Asian-Pac-Islander,Male,8245,1945,41,Canada,<=50K,16,"JavaScript, HTML, Node.js",1037552
58,Private,Masters,Divorced,Business Analyst,Amer-Indian-Eskimo,Other,4129,560,53,Australia,>50K,17,"Power BI, SQL, Problem Solving",1258504
28,Private,Bachelors,Married-civ-spouse,AI Engineer,Other,Male,2373,1508,56,India,>50K,3,"NLP, Python, TensorFlow",1274475
48,Self-emp-not-inc,PhD,Never-married,Business Analyst,Black,Other,1636,1309,30,United States,>50K,19,"Problem Solving, SQL, Excel",998653
31,Federal-gov,PhD,Married-civ-spouse,ML Engineer,White,Male,7283,580,55,Australia,>50K,20,"MLflow, Pandas, Python",1206260
44,Self-emp-inc,Some-college,Divorced,AI Engineer,Asian-Pac-Islander,Male,9111,1800,31,India,>50K,12,"NLP, Deep Learning, PyTorch",1524096
26,Self-emp-inc,Masters,Widowed,Data Analyst,Amer-Indian-Eskimo,Male,2392,1794,58,United States,>50K,19,"Excel, Tableau, Python",1157330
58,Self-emp-inc,PhD,Widowed,Software Developer,Amer-Indian-Eskimo,Female,9225,1853,57,United States,<=50K,9,"Git, Python, Java",1027871
35,Self-emp-not-inc,PhD,Separated,ML Engineer,Amer-Indian-Eskimo,Male,932,1779,45,Germany,<=50K,19,"Scikit-learn, XGBoost, Python",1320739
30,Private,Some-college,Widowed,System Admin,Amer-Indian-Eskimo,Male,7407,1827,58,United States,<=50K,1,"AWS, Linux, Docker",564433
24,Private,Some-college,Divorced,AI Engineer,Amer-Indian-Eskimo,Female,8501,1048,35,United States,<=50K,4,"TensorFlow, Deep Learning, NLP",1269336
26,Federal-gov,Some-college,Divorced,Business Analyst,Other,Other,7920,420,38,India,>50K,7,"Problem Solving, Presentation, SQL",912722
50,Federal-gov,Bachelors,Married-civ-spouse,Business Analyst,Black,Female,9267,1673,42,Germany,>50K,17,"Excel, SQL, Presentation",1166959
29,State-gov,Some-college,Widowed,Software Developer,Amer-Indian-Eskimo,Other,6048,1691,31,India,<=50K,10,"Spring, C++, Java",964540
39,Local-gov,Associate,Separated,AI Engineer,Other,Male,5014,99,43,United States,<=50K,19,"TensorFlow, PyTorch, NLP",1584503
41,Private,PhD,Widowed,Business Analyst,Amer-Indian-Eskimo,Female,4805,693,48,China,>50K,3,"Problem Solving, SQL, Presentation",830664
22,Local-gov,Some-college,Widowed,AI Engineer,Other,Male,2722,40,44,Australia,<=50K,9,"Deep Learning, Python, PyTorch",1394787
44,Self-emp-not-inc,PhD,Married-civ-spouse,ML Engineer,Black,Female,5268,283,59,Canada,<=50K,0,"Scikit-learn, Python, XGBoost",1000000
51,Self-emp-not-inc,Associate,Separated,System Admin,White,Other,2858,963,60,Australia,>50K,6,"Networking, Docker, Linux",676594
54,Self-emp-not-inc,Associate,Separated,Data Analyst,White,Male,2057,1046,56,Canada,>50K,13,"Tableau, Power BI, SQL",993826
23,Self-emp-inc,Some-college,Widowed,Data Analyst,Black,Female,2251,1506,47,China,>50K,14,"Power BI, SQL, Excel",858228
59,Self-emp-inc,Associate,Separated,ML Engineer,Other,Other,8471,26,51,China,<=50K,19,"XGBoost, Python, Pandas",1242459
59,Private,PhD,Married-civ-spouse,System Admin,Amer-Indian-Eskimo,Male,255,914,38,Germany,>50K,17,"AWS, Networking, Shell Scripting",930273
40,Federal-gov,Bachelors,Never-married,Business Analyst,Other,Other,1620,351,44,Germany,>50K,8,"Problem Solving, Excel, SQL",941288
42,Self-emp-inc,Some-college,Widowed,Data Scientist,Black,Other,1066,838,52,United States,>50K,9,"Statistics, Python, R",1225082
55,Self-emp-inc,HS-grad,Married-civ-spouse,Data Analyst,Black,Male,8714,1723,58,China,<=50K,12,"Tableau, Excel, Power BI",838432
24,Self-emp-not-inc,HS-grad,Married-civ-spouse,Software Developer,Amer-Indian-Eskimo,Male,9578,1357,38,India,>50K,11,"Java, C++, Git",1086055
41,Self-emp-inc,PhD,Married-civ-spouse,AI Engineer,White,Male,5746,1257,57,United States,>50K,11,"NLP, Python, TensorFlow",1380796
59,State-gov,Masters,Married-civ-spouse,System Admin,Black,Other,35,1925,60,United States,<=50K,16,"Networking, AWS, Linux",924672
38,Self-emp-not-inc,Associate,Widowed,Software Developer,Amer-Indian-Eskimo,Male,2400,1291,59,Canada,>50K,15,"Git, Java, Python",1031540
34,Self-emp-not-inc,Bachelors,Separated,AI Engineer,Black,Male,8836,1460,49,Australia,<=50K,11,"NLP, PyTorch, TensorFlow",1338765
27,Self-emp-inc,Bachelors,Married-civ-spouse,ML Engineer,Asian-Pac-Islander,Male,817,1042,55,India,>50K,1,"Scikit-learn, Pandas, MLflow",1012362
51,Federal-gov,Some-college,Never-married,Data Scientist,Other,Other,4094,502,34,United States,<=50K,11,"SQL, R, Statistics",1262602
35,State-gov,Associate,Never-married,Business Analyst,Amer-Indian-Eskimo,Other,1798,1895,42,United States,>50K,8,"SQL, Presentation, Problem Solving",925176
49,Self-emp-inc,HS-grad,Never-married,Business Analyst,Amer-Indian-Eskimo,Male,1106,1411,38,India,>50K,10,"Excel, SQL, Problem Solving",942990
33,Private,Bachelors,Separated,ML Engineer,White,Female,1134,95,53,Germany,>50K,10,"XGBoost, Scikit-learn, Python",1108130
58,Self-emp-inc,Bachelors,Married-civ-spouse,Software Developer,Asian-Pac-Islander,Female,2038,768,33,Australia,<=50K,13,"Python, C++, Spring",931040
31,Self-emp-not-inc,Associate,Widowed,Business Analyst,Other,Other,3842,1646,60,United States,>50K,5,"SQL, Presentation, Problem Solving",872000
23,Local-gov,Some-college,Widowed,Web Developer,Black,Female,2401,725,52,India,>50K,3,"CSS, JavaScript, React",682446
27,State-gov,Masters,Never-married,Web Developer,Asian-Pac-Islander,Female,2207,540,47,Australia,>50K,0,"Node.js, React, HTML",600000
22,Private,HS-grad,Never-married,AI Engineer,Asian-Pac-Islander,Male,1697,1439,35,India,>50K,12,"Python, Deep Learning, TensorFlow",1321776
49,State-gov,Bachelors,Never-married,Data Scientist,Other,Female,7727,547,60,Germany,>50K,19,"Machine Learning, Statistics, SQL",1305694
34,Self-emp-inc,Some-college,Married-civ-spouse,ML Engineer,Amer-Indian-Eskimo,Male,9731,2000,36,China,>50K,17,"Scikit-learn, XGBoost, MLflow",1416041
41,Local-gov,Bachelors,Widowed,Web Developer,Amer-Indian-Eskimo,Female,7988,170,45,Germany,<=50K,10,"React, JavaScript, Node.js",888490
46,Self-emp-inc,Masters,Married-civ-spouse,Data Scientist,Asian-Pac-Islander,Female,9621,791,37,India,>50K,20,"Python, SQL, Machine Learning",1690120
48,Private,Some-college,Widowed,Data Analyst,Black,Female,3312,515,36,India,>50K,13,"Excel, SQL, Python",1048270
30,Self-emp-inc,Bachelors,Never-married,Web Developer,Black,Male,7380,1571,36,Australia,<=50K,2,"Node.js, React, HTML",633480
33,Self-emp-inc,HS-grad,Never-married,Web Developer,Black,Female,9126,1942,60,Australia,>50K,19,"React, Node.js, HTML",827582
34,Private,HS-grad,Widowed,Business Analyst,Black,Other,1674,1935,47,Australia,<=50K,17,"Power BI, Excel, SQL",1054691
40,Self-emp-not-inc,Bachelors,Widowed,AI Engineer,Other,Female,7339,1434,36,Canada,<=50K,16,"NLP, Deep Learning, PyTorch",1648320
60,Federal-gov,Bachelors,Never-married,Web Developer,Asian-Pac-Islander,Male,2182,1936,51,China,>50K,19,"JavaScript, Node.js, CSS",1073423
32,Private,Bachelors,Divorced,Data Analyst,Amer-Indian-Eskimo,Other,8598,1475,54,Australia,<=50K,18,"Tableau, Power BI, SQL",1064878
37,Local-gov,Masters,Never-married,ML Engineer,Other,Female,8012,845,44,China,<=50K,18,"XGBoost, MLflow, Pandas",1225432
26,Self-emp-inc,Masters,Never-married,ML Engineer,Black,Other,8088,1484,31,Germany,<=50K,12,"Pandas, Scikit-learn, Python",1280992
31,Federal-gov,Masters,Divorced,Software Developer,Amer-Indian-Eskimo,Male,9285,1190,60,Germany,>50K,11,"Java, Spring, Git",1065617
31,Self-emp-not-inc,Some-college,Married-civ-spouse,Web Developer,Black,Female,5689,1380,55,Canada,<=50K,20,"React, JavaScript, CSS",1067220
54,Private,Bachelors,Married-civ-spouse,AI Engineer,White,Female,6871,1719,40,China,<=50K,7,"Python, TensorFlow, Deep Learning",1380593
39,Self-emp-not-inc,Associate,Widowed,Data Analyst,Other,Female,2586,1815,51,Germany,>50K,15,"Power BI, Excel, SQL",1022995
33,Self-emp-inc,Masters,Married-civ-spouse,Software Developer,Asian-Pac-Islander,Other,2121,505,52,United States,>50K,0,"Java, Spring, Git",800000
47,Self-emp-not-inc,HS-grad,Widowed,ML Engineer,White,Other,7064,1069,55,Australia,>50K,17,"Scikit-learn, XGBoost, MLflow",1276352
39,State-gov,PhD,Separated,ML Engineer,Black,Other,4666,113,55,United States,>50K,8,"Python, XGBoost, Pandas",1218888
51,Private,PhD,Widowed,ML Engineer,Other,Male,1866,1120,50,Germany,<=50K,7,"Scikit-learn, XGBoost, Python",1200053
43,Private,Some-college,Separated,Data Scientist,Black,Male,4992,559,30,China,<=50K,18,"R, Statistics, Python",1395938
35,Federal-gov,Associate,Widowed,Business Analyst,Black,Other,3764,668,53,Australia,<=50K,17,"SQL, Power BI, Presentation",1200619
26,Self-emp-inc,Some-college,Widowed,AI Engineer,Asian-Pac-Islander,Other,5476,136,41,Canada,>50K,8,"NLP, TensorFlow, Python",1327952
51,Self-emp-not-inc,Bachelors,Never-married,System Admin,Black,Female,4801,948,31,Canada,>50K,15,"Linux, Shell Scripting, Docker",960715
24,Self-emp-inc,Associate,Widowed,ML Engineer,Other,Male,4776,1850,50,Canada,>50K,6,"Scikit-learn, Pandas, MLflow",1178440
58,Self-emp-not-inc,Some-college,Never-married,Software Developer,Amer-Indian-Eskimo,Male,1859,499,56,India,<=50K,14,"Spring, Java, C++",1211628
28,Local-gov,Bachelors,Separated,Business Analyst,White,Female,7458,1186,58,China,>50K,3,"Excel, Problem Solving, Power BI",797034
53,State-gov,Bachelors,Married-civ-spouse,System Admin,Black,Male,5203,752,45,Australia,<=50K,18,"Linux, Networking, Docker",805708
30,Private,Bachelors,Married-civ-spouse,System Admin,Other,Other,1114,1136,42,Germany,>50K,15,"Linux, Shell Scripting, Docker",985900
42,Federal-gov,Masters,Divorced,ML Engineer,Amer-Indian-Eskimo,Other,5580,1519,46,China,>50K,11,"Scikit-learn, Pandas, XGBoost",1293304
26,State-gov,Bachelors,Divorced,Data Analyst,Asian-Pac-Islander,Male,5958,454,39,Germany,>50K,18,"Excel, Python, SQL",1198330
26,Private,HS-grad,Widowed,Data Analyst,Asian-Pac-Islander,Female,6654,732,32,United States,>50K,0,"Tableau, Excel, Python",700000
41,State-gov,PhD,Married-civ-spouse,Data Analyst,Other,Female,2159,649,53,Australia,>50K,2,"Tableau, SQL, Power BI",731944
52,Private,PhD,Married-civ-spouse,Data Scientist,Amer-Indian-Eskimo,Male,7892,1751,57,China,<=50K,4,"Machine Learning, R, SQL",1195332
29,Federal-gov,Bachelors,Separated,ML Engineer,Black,Other,3104,694,46,India,>50K,16,"Python, MLflow, Scikit-learn",1240400
41,State-gov,PhD,Never-married,Data Analyst,Asian-Pac-Islander,Female,8768,433,41,Canada,<=50K,3,"Excel, Power BI, Python",768823
27,Self-emp-inc,PhD,Divorced,AI Engineer,White,Female,7499,1196,48,Germany,>50K,9,"PyTorch, Python, Deep Learning",1340544
32,Federal-gov,Associate,Widowed,ML Engineer,White,Male,7639,624,43,Canada,<=50K,1,"Pandas, XGBoost, Python",1010317
33,State-gov,Bachelors,Never-married,System Admin,Other,Other,6637,1619,41,China,<=50K,5,"Linux, Shell Scripting, Docker",603630
40,Self-emp-not-inc,Masters,Divorced,Business Analyst,White,Female,2564,1068,60,Canada,>50K,10,"Excel, Problem Solving, Presentation",982210
52,Self-emp-not-inc,PhD,Divorced,AI Engineer,Other,Other,3883,288,53,India,>50K,16,"TensorFlow, NLP, PyTorch",1435920
26,Local-gov,Masters,Married-civ-spouse,System Admin,Other,Female,4534,1354,42,Canada,<=50K,0,"Networking, Linux, Shell Scripting",550000
23,Local-gov,HS-grad,Separated,Web Developer,Other,Male,5880,1009,33,China,>50K,15,"Node.js, React, HTML",756315
55,State-gov,Some-college,Married-civ-spouse,Business Analyst,Other,Other,8107,1261,36,Canada,>50K,5,"Problem Solving, Power BI, Presentation",802700
53,Self-emp-inc,Masters,Separated,AI Engineer,White,Female,5770,124,33,Germany,>50K,8,"NLP, TensorFlow, Python",1337784
26,Federal-gov,Associate,Widowed,ML Engineer,Asian-Pac-Islander,Female,3133,875,43,Canada,>50K,19,"Pandas, Python, MLflow",1299307
23,Private,Masters,Widowed,AI Engineer,Other,Other,1999,1437,49,Germany,>50K,9,"NLP, Deep Learning, PyTorch",1387983
40,Self-emp-inc,Bachelors,Widowed,Web Developer,White,Male,8037,332,32,Australia,<=50K,9,"HTML, Node.js, JavaScript",778002
57,Self-emp-not-inc,Some-college,Separated,AI Engineer,Asian-Pac-Islander,Female,2568,114,55,Australia,>50K,17,"TensorFlow, PyTorch, Python",1463551
28,Self-emp-inc,HS-grad,Married-civ-spouse,Software Developer,Black,Other,7965,861,57,Australia,<=50K,11,"C++, Git, Python",944419
43,Self-emp-inc,HS-grad,Divorced,Data Analyst,Black,Other,9940,1227,41,Canada,>50K,11,"Power BI, Excel, Python",892588
45,Private,HS-grad,Divorced,Software Developer,White,Male,9417,1668,30,Germany,>50K,8,"Python, C++, Java",1029704
53,Local-gov,Masters,Never-married,Data Scientist,Black,Male,2022,1581,34,United States,>50K,14,"Python, R, Statistics",1303294
55,Local-gov,Some-college,Widowed,Business Analyst,White,Other,2965,1382,53,Germany,<=50K,20,"Power BI, SQL, Excel",1227520
29,Private,Some-college,Divorced,ML Engineer,White,Female,9557,1863,51,China,>50K,20,"Pandas, XGBoost, Python",1291420
37,Local-gov,HS-grad,Married-civ-spouse,Business Analyst,Amer-Indian-Eskimo,Male,6604,1497,39,United States,<=50K,17,"Power BI, Presentation, Excel",1014282
54,State-gov,Associate,Never-married,Software Developer,Black,Female,9863,183,44,China,<=50K,5,"C++, Java, Python",937685
49,Local-gov,Bachelors,Widowed,ML Engineer,Other,Male,9394,1800,47,India,>50K,9,"XGBoost, MLflow, Pandas",1128610
50,Self-emp-inc,Associate,Married-civ-spouse,Business Analyst,White,Male,4118,1903,33,India,<=50K,6,"SQL, Presentation, Excel",920394
46,Self-emp-inc,Bachelors,Never-married,System Admin,Other,Male,8040,965,50,India,<=50K,17,"Docker, Networking, Shell Scripting",759559
36,State-gov,Associate,Separated,Software Developer,Other,Male,3995,884,52,Canada,>50K,13,"Git, Spring, Java",1181277
